dataset,method,fitness_rule,fitness,overall_acc,MCC,avg_odds_diff,stat_par_diff,eq_opp_diff,solution,alpha
compas_dataset_reader,simple_mlp_initializer,alpha_05_overall_acc_eq_opp_diff,0.239762986406567,0.6499189627228525,0.2899011565767636,0.2339387510648735,0.2553325760444276,0.1703929899097185,{'dropout': 0.10300849489347132},0.5
compas_dataset_reader,simple_mlp_initializer,alpha_065_overall_acc_eq_opp_diff,0.3623142624748814,0.6499189627228525,0.2928060568942656,0.2806869848313275,0.2947751401646188,0.1718087522713507,{'dropout': 0.04625719342087026},0.65
compas_dataset_reader,simple_mlp_initializer,alpha_08_overall_acc_eq_opp_diff,0.48856666426324,0.6458670988654781,0.2754920518703238,0.1911008105944665,0.2033813364055299,0.1406350741457125,{'dropout': 0.0800181614938395},0.8
compas_dataset_reader,simple_mlp_initializer,alpha_02_MCC_stat_par_diff,-0.1149860545263291,0.6312803889789304,0.2541959409605869,0.1909327914418918,0.2072815533980582,0.14265026705785,{'dropout': 0.047023787289939084},0.2
compas_dataset_reader,simple_mlp_initializer,alpha_035_MCC_stat_par_diff,-0.0350453929828706,0.6782820097244733,0.3415096859339708,0.2091953342652433,0.2378058200919391,0.1677323406832187,{'dropout': 0.1829085541008942},0.35
compas_dataset_reader,simple_mlp_initializer,alpha_05_MCC_stat_par_diff,0.0447662065060937,0.6491085899513777,0.2933471722992107,0.1656141610718441,0.2038147592870231,0.1570296394704292,{'dropout': 0.17391261840488942},0.5
compas_dataset_reader,simple_mlp_initializer,alpha_065_MCC_stat_par_diff,0.1379621946516088,0.6612641815235009,0.3116576685345715,0.1557253439061044,0.1846151139881789,0.1310472659870249,{'dropout': 0.11826166686740563},0.65
compas_dataset_reader,simple_mlp_initializer,alpha_08_MCC_stat_par_diff,0.2055123023842794,0.6555915721231766,0.304024367282337,0.1618390994556474,0.1885359572079508,0.1500441136982623,{'dropout': 0.1717603066933939},0.8
compas_dataset_reader,simple_mlp_initializer,alpha_02_MCC_avg_odds_diff,-0.1031629263716431,0.6482982171799028,0.2751436741464976,0.1977395765011783,0.2083882911026263,0.1465859078826964,{'dropout': 0.07083684120968615},0.2
compas_dataset_reader,simple_mlp_initializer,alpha_035_MCC_avg_odds_diff,-0.0298796249759669,0.6377633711507293,0.2607261731785557,0.1863596701360945,0.2053279659010183,0.130390287016793,{'dropout': 0.07168010621903592},0.35
compas_dataset_reader,simple_mlp_initializer,alpha_05_MCC_avg_odds_diff,0.0919681128706039,0.660453808752026,0.3143137392612377,0.1303775135200299,0.1501754447473215,0.0824026031131826,{'dropout': 0.09854676090155505},0.5
compas_dataset_reader,simple_mlp_initializer,alpha_065_MCC_avg_odds_diff,0.1380545014272407,0.666936790923825,0.323086028577797,0.2055754775666494,0.2179068679068678,0.1241385170219595,{'dropout': 0.05421874185748315},0.65
compas_dataset_reader,simple_mlp_initializer,alpha_08_MCC_avg_odds_diff,0.1722238427527125,0.6410048622366289,0.2714615628356552,0.224727037579058,0.2418704521054515,0.179213728246643,{'dropout': 0.19872565965810457},0.8
compas_dataset_reader,simple_mlp_initializer,alpha_02_MCC_eq_opp_diff,-0.0993954128785053,0.6491085899513777,0.2923562689408069,0.2422706804958259,0.2595497824945079,0.1973333333333333,{'dropout': 0.11388578818159938},0.2
compas_dataset_reader,simple_mlp_initializer,alpha_035_MCC_eq_opp_diff,0.0037981129355792,0.6507293354943274,0.2921367869440461,0.168755264946123,0.1965827000656722,0.1514611730689797,{'dropout': 0.05830718960868164},0.35
compas_dataset_reader,simple_mlp_initializer,alpha_05_MCC_eq_opp_diff,0.0508263235432626,0.646677471636953,0.2816591596231582,0.2361133131943127,0.2439953859956424,0.180006512536633,{'dropout': 0.13138594380422453},0.5
compas_dataset_reader,simple_mlp_initializer,alpha_065_MCC_eq_opp_diff,0.1086284233001367,0.6353322528363047,0.2613698776019132,0.190038147176371,0.2015302016509161,0.1750342775460194,{'dropout': 0.07350537079223893},0.65
compas_dataset_reader,simple_mlp_initializer,alpha_08_MCC_eq_opp_diff,0.200867327190574,0.6523500810372771,0.2943863977941876,0.236191699435343,0.2564093720539881,0.1732089552238805,{'dropout': 0.17591715046265136},0.8
compas_dataset_reader,mlp_xi_reg_initializer,alpha_02_overall_acc_stat_par_diff,-0.0388103250264612,0.6653160453808752,0.3149451145962581,0.1689900318382087,0.2148419176282953,0.1766376372586141,"{'l2': 0.001, 'dropout': 0.016988490470494274}",0.2
compas_dataset_reader,mlp_xi_reg_initializer,alpha_035_overall_acc_stat_par_diff,0.095285808075993,0.6499189627228525,0.2888566597664766,0.1943939344408232,0.2033628136569313,0.1129866466052285,"{'l2': 0.0001, 'dropout': 0.005988175694807613}",0.35
compas_dataset_reader,mlp_xi_reg_initializer,alpha_05_overall_acc_stat_par_diff,0.2571214105261652,0.6588330632090762,0.3162978867201279,0.1210572207640936,0.1445902421567457,0.1046891138194587,"{'l2': 0.01, 'dropout': 0.0437570058189785}",0.5
compas_dataset_reader,mlp_xi_reg_initializer,alpha_065_overall_acc_stat_par_diff,0.367879477633785,0.653160453808752,0.297818040040432,0.132683688496155,0.1619280495482964,0.1132010943912448,"{'l2': 0.01, 'dropout': 0.1309400161473946}",0.65
compas_dataset_reader,mlp_xi_reg_initializer,alpha_08_overall_acc_stat_par_diff,0.4586794892475183,0.6393841166936791,0.2700528702217206,0.2561434959500106,0.2641390205371247,0.209837212380178,"{'l2': 0.001, 'dropout': 0.03942276150407446}",0.8
compas_dataset_reader,mlp_xi_reg_initializer,alpha_02_overall_acc_avg_odds_diff,5.906898390053983e-05,0.6717990275526742,0.3343265158976298,0.1678759206582928,0.1880962884154622,0.0933904103324002,"{'l2': 0.01, 'dropout': 0.13417492716851714}",0.2
compas_dataset_reader,mlp_xi_reg_initializer,alpha_035_overall_acc_avg_odds_diff,0.1395831133073093,0.6766612641815235,0.342238162010532,0.1496128140864982,0.1638045584709145,0.0748666538140222,"{'l2': 0.01, 'dropout': 0.0681639278073171}",0.35
compas_dataset_reader,mlp_xi_reg_initializer,alpha_05_overall_acc_avg_odds_diff,0.2546571935702239,0.6596434359805511,0.3061178587494376,0.1503290488401032,0.17395883901908,0.1080201472297559,"{'l2': 0.001, 'dropout': 0.014390323746337553}",0.5
compas_dataset_reader,mlp_xi_reg_initializer,alpha_065_overall_acc_avg_odds_diff,0.3702870369221664,0.6499189627228525,0.2878265338302516,0.1490293967076791,0.1644162906398242,0.0660800115644537,"{'l2': 0.001, 'dropout': 0.14392622782177117}",0.65
compas_dataset_reader,mlp_xi_reg_initializer,alpha_08_overall_acc_avg_odds_diff,0.507974829329085,0.6709886547811994,0.3287608450743993,0.1440804724793729,0.1601702645180905,0.0872210953346855,"{'l2': 0.01, 'dropout': 0.06186131705153}",0.8
compas_dataset_reader,mlp_xi_reg_initializer,alpha_02_overall_acc_eq_opp_diff,0.0065505235383105,0.6572123176661264,0.3005208068198673,0.2377166965608177,0.2530785464158994,0.1561149249936434,"{'l2': 0.001, 'dropout': 0.0031597253074970143}",0.2
compas_dataset_reader,mlp_xi_reg_initializer,alpha_035_overall_acc_eq_opp_diff,0.0963673720447325,0.653160453808752,0.2929365979495896,0.2498140977063197,0.2581458590852905,0.2034442873666624,"{'l2': 0.001, 'dropout': 0.11015032542601713}",0.35
compas_dataset_reader,mlp_xi_reg_initializer,alpha_05_overall_acc_eq_opp_diff,0.2722366370369217,0.6636952998379254,0.313037573105712,0.1717793802289797,0.1965029390066871,0.1192220257640819,"{'l2': 0.01, 'dropout': 0.10331027068342627}",0.5
compas_dataset_reader,mlp_xi_reg_initializer,alpha_065_overall_acc_eq_opp_diff,0.3756559199049745,0.6693679092382496,0.3293440366556331,0.2146430763538252,0.2384043272481406,0.1698092031425364,"{'l2': 0.01, 'dropout': 0.15935180616405867}",0.65
compas_dataset_reader,mlp_xi_reg_initializer,alpha_08_overall_acc_eq_opp_diff,0.514066160363754,0.660453808752026,0.3121457984724226,0.1270026987749605,0.1662913969415517,0.0714844331893341,"{'l2': 0.01, 'dropout': 0.10848747893063665}",0.8
compas_dataset_reader,mlp_xi_reg_initializer,alpha_02_MCC_stat_par_diff,-0.1290844251816007,0.6361426256077796,0.2671099033172914,0.2100158115906225,0.2281330073063238,0.1399331662489558,"{'l2': 0.0001, 'dropout': 0.00446290160198784}",0.2
compas_dataset_reader,mlp_xi_reg_initializer,alpha_035_MCC_stat_par_diff,-0.0099572947990271,0.6628849270664505,0.3120482091133817,0.1755670899352242,0.1833448738287857,0.0796105854929384,"{'l2': 0.01, 'dropout': 0.1615086183450554}",0.35
compas_dataset_reader,mlp_xi_reg_initializer,alpha_05_MCC_stat_par_diff,0.0810071910828139,0.6969205834683955,0.3791848957216835,0.198503804838412,0.2171705135560556,0.1062010478176306,"{'l2': 0.01, 'dropout': 0.1299037117400663}",0.5
compas_dataset_reader,mlp_xi_reg_initializer,alpha_065_MCC_stat_par_diff,0.1443333280062055,0.6677471636952999,0.3258627776672045,0.1590929354621038,0.1927927927927927,0.1275750111957009,"{'l2': 0.01, 'dropout': 0.12592856961864152}",0.65
compas_dataset_reader,mlp_xi_reg_initializer,alpha_08_MCC_stat_par_diff,0.2100984388178563,0.6572123176661264,0.3083235004815168,0.1647245993078999,0.1828018078367859,0.1184362711080269,"{'l2': 0.01, 'dropout': 0.03944843744586975}",0.8
compas_dataset_reader,mlp_xi_reg_initializer,alpha_02_MCC_avg_odds_diff,-0.1276676414839999,0.6515397082658023,0.3059537370473305,0.2360729861168325,0.2520639595556689,0.1574152608927842,"{'l2': 0.01, 'dropout': 0.024815791721477083}",0.2
compas_dataset_reader,mlp_xi_reg_initializer,alpha_035_MCC_avg_odds_diff,0.0263031648460212,0.6815235008103727,0.3582626125975741,0.1524442300971225,0.1845001725871565,0.0721853257432004,"{'l2': 0.01, 'dropout': 0.07546230201095447}",0.35
compas_dataset_reader,mlp_xi_reg_initializer,alpha_05_MCC_avg_odds_diff,0.083248001843898,0.6774716369529984,0.3450821093833253,0.1785861056955292,0.1887786520697914,0.1053226384409713,"{'l2': 0.01, 'dropout': 0.19802983963786083}",0.5
compas_dataset_reader,mlp_xi_reg_initializer,alpha_065_MCC_avg_odds_diff,0.1204410181915374,0.6572123176661264,0.3080635547687523,0.2280008354518615,0.2572106866983205,0.1831078980099502,"{'l2': 0.01, 'dropout': 0.14042072091955474}",0.65
compas_dataset_reader,mlp_xi_reg_initializer,alpha_08_MCC_avg_odds_diff,0.2391969006708353,0.6815235008103727,0.3508990709169969,0.2076117803138111,0.2392222354765597,0.1797537619699042,"{'l2': 0.01, 'dropout': 0.17837242625241012}",0.8
